1.418809997954235680e-01,6.978355687422099773e-01,3.034619015257542518e-01,-2.927795596733182570e-01,-9.625383418155641913e-02,3.741012976766333598e-01,3.807908108598083707e-01,-4.637045976657452329e-01,9.975099026476597075e-02,5.996465244782491766e-01,-8.372697702615621296e-01,-3.557682420807044554e-01,-8.410505698642345429e-01,-3.031038788125464123e-01,-7.443376842005005045e-01,-9.070010126323162503e-01,3.161272817295357473e-01,1.295170083246022230e-02,-7.012983196090478710e-01,8.389360049787744078e-01,7.888747750497580036e-01,7.858262062118184232e-01,8.280301411559396474e-01,4.991978306611974947e-01,4.363589726014716064e-01,-1.617114661096277217e-01,8.943592814932037616e-01,6.782649883735762941e-01,-5.483424674594683523e-01,4.577517240830157874e-01,-5.099932869075940456e-01,-5.334164600993573924e-01,3.048010252145911814e-01,-6.938544257236944901e-01,6.069367019123930174e-01,8.435955264491932226e-01,-2.056958303410181266e-01,3.395535516563947809e-01,-4.886938404762863897e-02,-1.802461512262163446e-01,-1.294331727489503869e-01,2.656198094793225106e-01,-5.060848817227348029e-02,-7.249076345556486611e-01,-1.351472766943411230e-01,-2.637525340195472356e-01,-9.827812377027669299e-01,2.223671081965359342e-01
6.643354614649092937e-01,9.060406729883809795e-01,7.148083554707005405e-01,-4.774480460048631247e-01,3.477930775455546630e-01,-7.775561686573320141e-01,-5.319860281886328313e-01,-4.350190193481504597e-01,8.127684873231195706e-01,4.103254084208221020e-01,-9.976119240562741908e-03,-4.357353423450200935e-01,-5.738739494616869052e-01,-6.676621151880970384e-01,3.534539710355377728e-02,3.633818916115241215e-01,6.763959428663581797e-01,1.816064494230633652e-01,-2.329422148618434107e-01,6.827278822313709306e-01,1.835174756081912051e-01,2.130126499949736019e-01,-3.006081562830271725e-01,5.574718412249142219e-01,3.691920815212179630e-01,3.465208671107766758e-01,-7.088499597049022771e-01,2.422408551766146445e-01,5.714962147945930049e-01,-8.935976953381215004e-01,-5.541142171817581286e-02,-9.300937057098142002e-01,2.363110992751724648e-01,-6.063189812696940795e-01,-5.363721027153587340e-01,-9.355781741841873167e-01,-2.541061747093680268e-01,-3.944417239678339460e-01,-8.271165821939150398e-01,-7.972847953593718007e-01,-9.078647812908460235e-01,7.703078353293322245e-01,2.503633053641052264e-01,7.240789870524055871e-01,-2.642553839521590842e-01,1.394462857264768818e-01,-6.823163926672581869e-01,2.586755141551908554e-01
-4.290682827326670612e-01,-9.205690228526282048e-01,-1.412059025394629685e-02,9.299861670935574143e-01,9.190034017710357883e-01,-2.796361059208303246e-01,8.258674374435910348e-01,-2.529178422224553913e-01,1.813751233258709128e-01,-4.335385556210709090e-01,-5.430295992680977957e-01,-1.902996067246243150e-02,-6.732996830321125170e-01,3.795288391466182798e-01,-8.654564580105907901e-01,7.427673234006257896e-01,6.260045152453843631e-01,7.812505514615759594e-01,7.451128406135565374e-01,2.306248384667459739e-01,-2.431034569340997376e-01,2.168224330188912585e-01,-1.827844673963754385e-01,3.046955115272109715e-02,3.032361312093181382e-01,-7.280882620781010672e-01,5.989278071197663422e-01,-5.970583702860803310e-01,-7.590202227732409934e-01,-2.874484108127346449e-01,4.093950881066035219e-01,7.077097115279269435e-01,-5.718875890304679910e-01,7.998147862421043364e-01,-8.039363873218638989e-01,1.929290837076327314e-01,-4.657397394104996202e-01,8.818410697101768392e-01,-4.383638568715186867e-01,9.101892509815006083e-01,4.254390657437141510e-01,-2.074369971145091363e-01,-6.688615532674475617e-01,-4.029586701456473463e-01,6.268243554268257967e-01,4.129027757008985056e-01,-4.679653488589152754e-01,4.426936334197844047e-01
-2.698343839181425174e-01,4.840657001143091609e-01,2.983925479678559700e-01,1.471581712593368341e-01,-1.957422123216252530e-01,8.357881342536166436e-01,-1.299208563592846311e-02,6.870134419794213798e-01,-9.228131977200439984e-01,3.801649126554504932e-01,-7.003116717439903383e-01,-9.787909959012230932e-01,3.309866037338697886e-01,6.346052809999584987e-01,4.425825335558850604e-01,9.073460256859522399e-01,-3.505101907075367507e-01,-8.604042557722020312e-01,5.935627876083875432e-01,-6.157927415019881501e-02,-1.705674044433420633e-01,8.671489190657404311e-01,-6.341444115571412965e-01,-6.634386650142896080e-01,-5.927045481861490384e-01,4.767993066288700454e-02,-6.969628540180525800e-01,4.497549843366832611e-01,1.126921332655359542e-01,4.268107589157055237e-02,-8.095535683048604714e-01,-4.818085634360127489e-01,-6.711004286481525583e-04,2.736132564209203810e-01,3.297098596453134078e-01,-6.094199242473441469e-01,-3.600098261156319257e-01,1.807364093233012614e-01,7.349464539139782815e-02,-9.765182240565872807e-01,6.275225667578099298e-02,5.012265967194515781e-01,-7.965247155282952907e-01,-7.453375446928252046e-01,-9.698036294581575678e-01,-7.620205173355056871e-01,2.418486027601507438e-01,3.943920390424384692e-01
2.639530960973364149e-01,-5.039681468058172520e-01,3.238631180902493689e-01,7.332145842828634574e-01,7.634744231563954653e-01,5.853704988206229753e-01,-7.566544609846632685e-01,4.423778937480919993e-01,-1.020437961603246624e-01,-7.871344320361317592e-01,7.854655575418323377e-01,9.035981401625869935e-01,-6.343077493044504411e-01,-6.427137717493094371e-01,-1.178381078516312908e-01,3.536232804026215870e-01,8.239310642704140708e-01,-9.706713186634348123e-01,-7.395529533679194856e-01,-8.665294258888209811e-01,2.451026558120195098e-01,-9.632108027957060337e-01,-5.914858483999221317e-01,4.615240132088418434e-01,1.619450775161073164e-01,8.915041811046997555e-01,-8.992134923040893124e-01,6.318204786534549200e-01,2.561868438508168033e-01,2.242287174234245395e-01,3.446198703362068905e-01,3.409560204380681636e-01,9.945766704734020358e-01,3.032025253545205246e-01,6.991781608667451131e-01,2.942972154427683229e-01,2.467563356099389260e-01,7.104580162237656982e-01,9.061075986776883084e-01,-6.916631272329698543e-01,7.564223929572007066e-01,3.044959626030014910e-01,8.991884218695327391e-01,3.682540164894358981e-01,-8.738897504326328391e-01,4.305789632461098915e-01,-1.273067698852461405e-01,-3.307782712197755437e-01
9.287549282712117549e-01,2.297105705952722232e-01,-8.455078164617189085e-01,7.939298133515835243e-01,-5.297091457237346201e-01,-5.800296237231481467e-01,-7.792992730644408006e-01,-5.530507135144167030e-01,-7.447739951607086351e-01,2.562193151601168672e-01,5.326464050462924593e-01,-3.010417479902081084e-01,6.460741403861203214e-01,3.332211076746469658e-01,5.224023635048853365e-01,-2.202757354012856439e-01,-4.720970978563445719e-01,2.623204082628816103e-02,-5.415707815829939875e-02,-6.842652042689301162e-02,-7.297990583812969945e-01,5.790382374713043401e-01,-8.902333239818589483e-01,7.383375172474380133e-01,6.195169831144484718e-01,7.386811267129189673e-02,-9.473468628819037285e-02,-4.454490125095171837e-01,-1.142270178573563388e-01,-4.986671918031004846e-01,-2.187141589624927995e-01,-8.164695623634987687e-01,1.683064215127101360e-01,8.524170166472562205e-01,4.297321886803064928e-01,-6.247423861172045623e-01,-1.669490218989395647e-01,-1.489638570959228581e-02,-4.837917507172873055e-01,-9.355677061600324862e-01,6.890000782805560942e-01,4.359393705240455219e-02,5.778579767836220515e-01,-9.938613494075223542e-01,-6.708108640171754899e-01,-5.107866138448191595e-01,8.981345092706065625e-01,-2.574548713279380951e-01
6.551222204491402579e-02,-2.651707282206547944e-01,6.484252564285157838e-01,6.197449274774959882e-01,4.359066242563858218e-01,-1.251792599206225098e-02,4.852196224571168059e-01,2.681153594156120423e-01,4.725995877698083714e-01,4.013794857574259911e-01,-3.821036766167014154e-01,3.252456912088679264e-01,4.057602449385298016e-01,-5.180806523270833353e-01,-5.396790853148716316e-01,-8.416185586718618605e-01,4.967135483903475368e-01,-5.454993567690278322e-01,-1.188309606175148581e-01,6.486821828183071403e-01,-9.823747679686920531e-01,1.169872419181754442e-01,4.523699509858543077e-01,8.257758566870767591e-01,-4.421393936400475067e-01,8.987522119887583205e-01,5.631062416668961568e-01,-7.593217108682885907e-01,-2.407745766281677025e-01,-8.914721476070248674e-01,-5.480928942261162895e-01,3.531106786692377320e-01,3.583551791740366976e-01,8.684597735682706432e-01,4.637955901439290152e-01,-1.139008190186538982e-01,-1.837845972636582559e-01,-4.244600090213854759e-01,8.223201931663906006e-01,9.428862638844370814e-02,1.375895370143969121e-01,2.967196087351526845e-01,-3.155821555830879976e-01,7.455283149831599676e-01,9.726464779285695084e-01,-8.036483134467919953e-01,-5.224651551007641892e-02,-2.672188575802425525e-02
-2.688237515403331113e-01,1.250463679904822989e-02,-7.454798534259072795e-01,3.661859705051926372e-01,-5.627753927477519014e-02,2.602253783377550533e-01,3.561415796191906846e-01,7.678511752911847399e-01,-9.175072874939347312e-01,9.624751176287327237e-01,9.284091009402417605e-01,-8.494880488548215425e-01,-6.205327797490369779e-01,6.962297807161104135e-01,-4.620387293431849063e-01,5.635850369301922402e-01,6.484964749731214617e-01,-2.312594220136989787e-01,9.916971358796899949e-01,-6.765695170907994882e-01,-5.341026152461925136e-01,4.670083839047149965e-01,2.894579028145423116e-01,-8.170915892642593992e-01,-9.970130258049199057e-01,-8.148653401764105464e-01,5.275721869522087548e-01,9.910521502845701658e-01,-3.484330526802814632e-02,4.744084523389884289e-01,-6.599607727876399821e-01,-7.891951773830496730e-01,-3.611292173213684897e-01,-5.452185610861748355e-01,-5.969669616660195910e-01,5.348019893423974214e-01,7.347731429245087931e-01,-3.417619495995174450e-01,2.398488854004678927e-01,2.133146287572054156e-01,4.869121143610390945e-01,-7.949283073652819720e-01,1.576244244365914149e-01,5.665795346786710596e-01,-9.830985780346992442e-01,9.046581358607255208e-01,5.264061481821569188e-01,3.566136640686878856e-02
1.709887379559589249e-01,-5.610562362873119380e-01,-1.466824089523168784e-01,-2.509972409572867047e-01,5.927818756534659617e-01,4.031253330544970481e-01,-1.070202740974193212e-01,4.929291377607156743e-01,5.761222597591733052e-01,6.617693130593960138e-01,6.129929892070458131e-01,1.574289412938072452e-01,4.715740721917747180e-01,1.053120496223638458e-01,-6.710106491742062751e-01,-2.676097115633626622e-01,-6.816624247492004685e-01,-1.103326153833945611e-01,-2.567451236463889064e-01,4.104479636920910224e-02,-9.854631691060242726e-01,3.700063870320171588e-01,9.033526642240563564e-01,-5.530291615094793389e-01,-6.575818104737443104e-01,-2.173795012380186353e-01,-5.070220782890766387e-03,-2.009663782717439062e-01,-1.713500387685473747e-01,9.562589231609182061e-01,8.013072751321370646e-02,-9.800342129324204343e-01,-6.221490353396752493e-01,-4.962135008165693417e-01,2.373870363201515676e-01,-8.069035576088623429e-03,7.170820452547206347e-01,3.466989535171753900e-01,-5.070904409893053355e-01,8.212135328706557935e-01,-3.071193523625759259e-01,1.340084125381348912e-01,9.647956346801058736e-01,3.731579037571122193e-01,6.904088436815898344e-01,-4.844693697825888101e-01,-1.756764622040722923e-01,6.833069325807172856e-01
9.930611721253017610e-01,3.654370195938698718e-01,-1.746327129951310564e-01,-5.622803331837566976e-01,4.561382697455476087e-01,-5.428775759823087910e-01,5.792487020005885334e-01,3.449217091039669114e-02,-4.975234319742536382e-01,9.549742645503498384e-01,-1.898244985429970999e-01,-8.949669143790939252e-01,2.720119868053556544e-01,8.732421832730030697e-01,-1.159079310095796345e-01,1.459721114129923780e-01,-5.336837143078363432e-01,-9.431766246658022101e-01,-4.443998493809000472e-01,-6.212147163563976893e-01,-4.057457013996126349e-01,4.395352013163089655e-01,-4.686270643218504173e-01,4.433081990700360464e-01,-1.668827158075680828e-02,3.700780210240897095e-01,-5.912866594796089004e-01,-5.370125282816751167e-02,-5.853374619546292124e-02,-7.307553606986649797e-02,-2.736440732532166020e-01,6.450302495236004408e-01,-8.060496689302469875e-01,3.587555390212937567e-02,3.591586214301214497e-01,-4.506681610695917328e-02,-2.646394548861579210e-01,-6.954415736187093966e-01,-2.296309651206582814e-01,-3.709874247612381382e-01,-1.660983067337882257e-01,9.194814820841634706e-02,-3.563604491589273948e-01,-5.127451184723936795e-01,4.765689991876931320e-01,6.918575016034986813e-01,9.320266661298426403e-01,-6.574211273418124613e-01
